"Date/Time","Year","Month","Day","Time","Data Quality","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"2012-01-01 00:00","2012","01","01","00:00"," ","-1.8","","-3.9","","86","","24","","4","","8.0","","101.24","","","","-3","","Fog"
"2012-01-01 01:00","2012","01","01","01:00"," ","-1.8","","-3.7","","87","","25","","4","","8.0","","101.24","","","","-3","","Fog"
"2012-01-01 02:00","2012","01","01","02:00"," ","-1.8","","-3.4","","89","","23","","7","","4.0","","101.26","","","","-4","","Freezing Drizzle,Fog"
"2012-01-01 03:00","2012","01","01","03:00"," ","-1.5","","-3.2","","88","","23","","6","","4.0","","101.27","","","","-4","","Freezing Drizzle,Fog"
"2012-01-01 04:00","2012","01","01","04:00"," ","-1.5","","-3.3","","88","","23","","7","","4.8","","101.23","","","","-4","","Fog"
"2012-01-01 05:00","2012","01","01","05:00"," ","-1.4","","-3.3","","87","","23","","9","","6.4","","101.27","","","","-5","","Fog"
"2012-01-01 06:00","2012","01","01","06:00"," ","-1.5","","-3.1","","89","","25","","7","","6.4","","101.29","","","","-4","","Fog"
"2012-01-01 07:00","2012","01","01","07:00"," ","-1.4","","-3.6","","85","","24","","7","","8.0","","101.26","","","","-4","","Fog"
"2012-01-01 08:00","2012","01","01","08:00"," ","-1.4","","-3.6","","85","","21","","9","","8.0","","101.23","","","","-5","","Fog"
"2012-01-01 09:00","2012","01","01","09:00"," ","-1.3","","-3.1","","88","","18","","15","","4.0","","101.20","","","","-6","","Fog"
"2012-01-01 10:00","2012","01","01","10:00"," ","-1.0","","-2.3","","91","","16","","9","","1.2","","101.15","","","","-4","","Fog"
"2012-01-01 11:00","2012","01","01","11:00"," ","-0.5","","-2.1","","89","","12","","7","","4.0","","100.98","","","","-3","","Fog"
"2012-01-01 12:00","2012","01","01","12:00"," ","-0.2","","-2.0","","88","","9","","9","","4.8","","100.79","","","","-3","","Fog"
"2012-01-01 13:00","2012","01","01","13:00"," ","0.2","","-1.7","","87","","10","","13","","4.8","","100.58","","","","","","Fog"
"2012-01-01 14:00","2012","01","01","14:00"," ","0.8","","-1.1","","87","","8","","20","","4.8","","100.31","","","","","","Fog"
"2012-01-01 15:00","2012","01","01","15:00"," ","1.8","","-0.4","","85","","9","","22","","6.4","","100.07","","","","","","Fog"
"2012-01-01 16:00","2012","01","01","16:00"," ","2.6","","-0.2","","82","","9","","13","","12.9","","99.93","","","","","","Mostly Cloudy"
"2012-01-01 17:00","2012","01","01","17:00"," ","3.0","","0.0","","81","","9","","13","","16.1","","99.81","","","","","","Cloudy"
"2012-01-01 18:00","2012","01","01","18:00"," ","3.8","","1.0","","82","","12","","15","","12.9","","99.74","","","","","","Rain"
"2012-01-01 19:00","2012","01","01","19:00"," ","3.1","","1.3","","88","","15","","15","","12.9","","99.68","","","","","","Rain"
"2012-01-01 20:00","2012","01","01","20:00"," ","3.2","","1.3","","87","","13","","19","","25.0","","99.50","","","","","","Cloudy"
"2012-01-01 21:00","2012","01","01","21:00"," ","4.0","","1.7","","85","","14","","20","","25.0","","99.39","","","","","","Cloudy"
"2012-01-01 22:00","2012","01","01","22:00"," ","4.4","","1.9","","84","","16","","24","","19.3","","99.32","","","","","","Rain Showers"
"2012-01-01 23:00","2012","01","01","23:00"," ","5.3","","2.0","","79","","20","","30","","25.0","","99.31","","","","","","Cloudy"
"2012-01-02 00:00","2012","01","02","00:00"," ","5.2","","1.5","","77","","22","","35","","25.0","","99.26","","","","","","Rain Showers"
"2012-01-02 01:00","2012","01","02","01:00"," ","4.6","","0.0","","72","","23","","39","","25.0","","99.26","","","","","","Cloudy"
"2012-01-02 02:00","2012","01","02","02:00"," ","3.9","","-0.9","","71","","23","","32","","25.0","","99.26","","","","","","Mostly Cloudy"
"2012-01-02 03:00","2012","01","02","03:00"," ","3.7","","-1.5","","69","","23","","33","","25.0","","99.30","","","","","","Mostly Cloudy"
"2012-01-02 04:00","2012","01","02","04:00"," ","2.9","","-2.3","","69","","23","","32","","25.0","","99.26","","","","","","Mostly Cloudy"
"2012-01-02 05:00","2012","01","02","05:00"," ","2.6","","-2.3","","70","","22","","32","","25.0","","99.21","","","","","","Mostly Cloudy"
"2012-01-02 06:00","2012","01","02","06:00"," ","2.3","","-2.6","","70","","22","","26","","25.0","","99.18","","","","","","Mostly Cloudy"
"2012-01-02 07:00","2012","01","02","07:00"," ","2.0","","-2.9","","70","","23","","33","","25.0","","99.14","","","","","","Mostly Cloudy"
"2012-01-02 08:00","2012","01","02","08:00"," ","1.9","","-3.3","","68","","23","","39","","24.1","","99.14","","","","","","Mostly Cloudy"
"2012-01-02 09:00","2012","01","02","09:00"," ","1.8","","-3.7","","67","","24","","44","","24.1","","99.14","","","","","","Mostly Cloudy"
"2012-01-02 10:00","2012","01","02","10:00"," ","1.5","","-4.1","","66","","25","","43","","24.1","","99.18","","","","","","Mostly Cloudy"
"2012-01-02 11:00","2012","01","02","11:00"," ","2.2","","-3.5","","66","","27","","30","","24.1","","99.19","","","","","","Mostly Cloudy"
"2012-01-02 12:00","2012","01","02","12:00"," ","1.7","","-6.2","","56","","27","","48","","24.1","","99.21","","","","","","Mainly Clear"
"2012-01-02 13:00","2012","01","02","13:00"," ","1.1","","-6.5","","57","","25","","37","","24.1","","99.27","","","","","","Mostly Cloudy"
"2012-01-02 14:00","2012","01","02","14:00"," ","1.1","","-6.8","","56","","28","","33","","24.1","","99.33","","","","","","Mostly Cloudy"
"2012-01-02 15:00","2012","01","02","15:00"," ","0.0","","-7.0","","59","","27","","33","","24.1","","99.41","","","","-7","","Mostly Cloudy"
"2012-01-02 16:00","2012","01","02","16:00"," ","-0.7","","-8.7","","55","","27","","24","","24.1","","99.50","","","","-7","","Mostly Cloudy"
"2012-01-02 17:00","2012","01","02","17:00"," ","-2.1","","-9.5","","57","","29","","22","","25.0","","99.66","","","","-8","","Snow Showers"
"2012-01-02 18:00","2012","01","02","18:00"," ","-4.1","","-11.4","","57","","29","","28","","25.0","","99.86","","","","-12","","Mostly Cloudy"
"2012-01-02 19:00","2012","01","02","19:00"," ","-4.8","","-12.1","","57","","28","","24","","25.0","","100.00","","","","-12","","Mostly Cloudy"
"2012-01-02 20:00","2012","01","02","20:00"," ","-5.6","","-13.4","","54","","29","","24","","25.0","","100.07","","","","-13","","Snow Showers"
"2012-01-02 21:00","2012","01","02","21:00"," ","-5.8","","-12.8","","58","","29","","26","","25.0","","100.15","","","","-14","","Snow Showers"
"2012-01-02 22:00","2012","01","02","22:00"," ","-7.0","","-14.7","","54","","28","","20","","25.0","","100.26","","","","-14","","Cloudy"
"2012-01-02 23:00","2012","01","02","23:00"," ","-7.4","","-14.1","","59","","29","","17","","19.3","","100.27","","","","-14","","Snow Showers"
"2012-01-03 00:00","2012","01","03","00:00"," ","-9.0","","-16.0","","57","","29","","28","","25.0","","100.35","","","","-18","","Snow Showers"
"2012-01-03 01:00","2012","01","03","01:00"," ","-9.7","","-17.2","","54","","30","","20","","25.0","","100.43","","","","-17","","Cloudy"
"2012-01-03 02:00","2012","01","03","02:00"," ","-10.5","","-15.8","","65","","29","","22","","12.9","","100.53","","","","-19","","Snow Showers"
"2012-01-03 03:00","2012","01","03","03:00"," ","-11.3","","-18.7","","54","","30","","33","","25.0","","100.61","","","","-22","","Snow Showers"
"2012-01-03 04:00","2012","01","03","04:00"," ","-12.6","","-20.1","","53","","31","","24","","25.0","","100.68","","","","-22","","Cloudy"
"2012-01-03 05:00","2012","01","03","05:00"," ","-12.9","","-19.1","","60","","31","","22","","25.0","","100.76","","","","-22","","Snow Showers"
"2012-01-03 06:00","2012","01","03","06:00"," ","-13.3","","-19.3","","61","","31","","19","","25.0","","100.85","","","","-22","","Snow Showers"
"2012-01-03 07:00","2012","01","03","07:00"," ","-14.0","","-19.5","","63","","30","","19","","25.0","","100.95","","","","-23","","Snow"
"2012-01-03 08:00","2012","01","03","08:00"," ","-14.8","","-21.3","","58","","30","","26","","24.1","","101.07","","","","-25","","Mostly Cloudy"
"2012-01-03 09:00","2012","01","03","09:00"," ","-15.0","","-21.9","","56","","31","","19","","24.1","","101.20","","","","-24","","Mostly Cloudy"
"2012-01-03 10:00","2012","01","03","10:00"," ","-15.3","","-22.2","","56","","29","","24","","24.1","","101.29","","","","-25","","Cloudy"
"2012-01-03 11:00","2012","01","03","11:00"," ","-14.9","","-22.2","","54","","30","","22","","24.1","","101.33","","","","-24","","Mostly Cloudy"
"2012-01-03 12:00","2012","01","03","12:00"," ","-14.9","","-22.6","","52","","27","","20","","24.1","","101.34","","","","-24","","Mainly Clear"
"2012-01-03 13:00","2012","01","03","13:00"," ","-15.1","","-22.4","","54","","29","","22","","24.1","","101.34","","","","-25","","Mainly Clear"
"2012-01-03 14:00","2012","01","03","14:00"," ","-14.9","","-22.9","","50","","29","","22","","24.1","","101.38","","","","-24","","Mainly Clear"
"2012-01-03 15:00","2012","01","03","15:00"," ","-14.8","","-22.2","","53","","28","","19","","24.1","","101.44","","","","-24","","Mainly Clear"
"2012-01-03 16:00","2012","01","03","16:00"," ","-15.3","","-22.9","","52","","28","","22","","24.1","","101.51","","","","-25","","Mainly Clear"
"2012-01-03 17:00","2012","01","03","17:00"," ","-15.8","","-23.2","","53","","29","","22","","24.1","","101.58","","","","-26","","Mainly Clear"
"2012-01-03 18:00","2012","01","03","18:00"," ","-16.3","","-23.8","","52","","30","","24","","25.0","","101.64","","","","-27","","Mainly Clear"
"2012-01-03 19:00","2012","01","03","19:00"," ","-16.9","","-24.8","","50","","29","","24","","25.0","","101.74","","","","-27","","Clear"
"2012-01-03 20:00","2012","01","03","20:00"," ","-17.3","","-25.4","","49","","29","","24","","25.0","","101.82","","","","-28","","Mainly Clear"
"2012-01-03 21:00","2012","01","03","21:00"," ","-17.0","","-24.6","","52","","28","","15","","25.0","","101.86","","","","-25","","Mostly Cloudy"
"2012-01-03 22:00","2012","01","03","22:00"," ","-17.1","","-24.6","","52","","30","","20","","25.0","","101.86","","","","-27","","Mostly Cloudy"
"2012-01-03 23:00","2012","01","03","23:00"," ","-17.3","","-24.2","","55","","30","","17","","25.0","","101.87","","","","-26","","Mostly Cloudy"
"2012-01-04 00:00","2012","01","04","00:00"," ","-17.5","","-24.2","","56","","28","","13","","25.0","","101.88","","","","-25","","Mostly Cloudy"
"2012-01-04 01:00","2012","01","04","01:00"," ","-17.9","","-24.1","","58","","29","","11","","25.0","","101.86","","","","-25","","Mainly Clear"
"2012-01-04 02:00","2012","01","04","02:00"," ","-18.1","","-23.8","","61","","28","","15","","25.0","","101.89","","","","-27","","Mainly Clear"
"2012-01-04 03:00","2012","01","04","03:00"," ","-18.5","","-24.6","","59","","29","","13","","25.0","","101.88","","","","-27","","Mainly Clear"
"2012-01-04 04:00","2012","01","04","04:00"," ","-18.5","","-24.6","","59","","29","","13","","25.0","","101.82","","","","-27","","Mainly Clear"
"2012-01-04 05:00","2012","01","04","05:00"," ","-18.6","","-24.0","","62","","26","","9","","25.0","","101.77","","","","-25","","Mainly Clear"
"2012-01-04 06:00","2012","01","04","06:00"," ","-18.5","","-24.1","","61","","26","","11","","25.0","","101.74","","","","-26","","Cloudy"
"2012-01-04 07:00","2012","01","04","07:00"," ","-18.2","","-24.1","","60","","26","","11","","25.0","","101.75","","","","-25","","Cloudy"
"2012-01-04 08:00","2012","01","04","08:00"," ","-17.8","","-24.2","","57","","27","","17","","24.1","","101.73","","","","-27","","Mostly Cloudy"
"2012-01-04 09:00","2012","01","04","09:00"," ","-16.8","","-22.5","","61","","26","","9","","24.1","","101.68","","","","-23","","Mostly Cloudy"
"2012-01-04 10:00","2012","01","04","10:00"," ","-15.2","","-20.6","","63","","25","","7","","24.1","","101.54","","","","-20","","Mostly Cloudy"
"2012-01-04 11:00","2012","01","04","11:00"," ","-14.2","","-21.1","","56","","18","","13","","24.1","","101.41","","","","-21","","Mostly Cloudy"
"2012-01-04 12:00","2012","01","04","12:00"," ","-13.7","","-21.7","","51","","18","","11","","24.1","","101.25","","","","-20","","Snow"
"2012-01-04 13:00","2012","01","04","13:00"," ","-12.4","","-20.1","","53","","16","","11","","24.1","","101.07","","","","-18","","Cloudy"
"2012-01-04 14:00","2012","01","04","14:00"," ","-11.3","","-19.0","","53","","13","","7","","19.3","","100.97","","","","-16","","Snow"
"2012-01-04 15:00","2012","01","04","15:00"," ","-10.2","","-16.3","","61","","13","","11","","9.7","","100.89","","","","-16","","Snow"
"2012-01-04 16:00","2012","01","04","16:00"," ","-9.4","","-15.5","","61","","13","","13","","19.3","","100.79","","","","-15","","Snow"
"2012-01-04 17:00","2012","01","04","17:00"," ","-8.9","","-13.2","","71","","16","","9","","4.8","","100.76","","","","-14","","Snow"
"2012-01-04 18:00","2012","01","04","18:00"," ","-8.9","","-12.6","","75","","14","","11","","9.7","","100.69","","","","-14","","Snow"
"2012-01-04 19:00","2012","01","04","19:00"," ","-8.4","","-12.7","","71","","17","","9","","16.1","","100.65","","","","-13","","Snow"
"2012-01-04 20:00","2012","01","04","20:00"," ","-7.8","","-12.1","","71","","17","","9","","16.1","","100.61","","","","-12","","Snow"
"2012-01-04 21:00","2012","01","04","21:00"," ","-7.6","","-11.6","","73","","16","","7","","11.3","","100.54","","","","-11","","Snow"
"2012-01-04 22:00","2012","01","04","22:00"," ","-9.5","","-12.7","","77","","34","","6","","9.7","","100.50","","","","-13","","Snow"
"2012-01-04 23:00","2012","01","04","23:00"," ","-9.6","","-12.6","","79","","3","","6","","9.7","","100.42","","","","-13","","Snow"
"2012-01-05 00:00","2012","01","05","00:00"," ","-8.8","","-11.7","","79","","35","","4","","9.7","","100.32","","","","-11","","Snow"
"2012-01-05 01:00","2012","01","05","01:00"," ","-7.5","","-10.2","","81","","","","0","","9.7","","100.29","","","","","","Snow"
"2012-01-05 02:00","2012","01","05","02:00"," ","-5.4","","-8.3","","80","","19","","9","","8.0","","100.28","","","","-9","","Snow"
"2012-01-05 03:00","2012","01","05","03:00"," ","-5.0","","-7.7","","81","","20","","11","","9.7","","100.24","","","","-10","","Snow"
"2012-01-05 04:00","2012","01","05","04:00"," ","-4.1","","-6.5","","83","","24","","9","","4.8","","100.21","","","","-8","","Snow"
"2012-01-05 05:00","2012","01","05","05:00"," ","-7.0","","-9.5","","82","","35","","4","","4.0","","100.19","","","","-9","","Snow"
"2012-01-05 06:00","2012","01","05","06:00"," ","-8.2","","-10.7","","82","","32","","6","","6.4","","100.26","","","","-11","","Snow"
"2012-01-05 07:00","2012","01","05","07:00"," ","-7.1","","-9.7","","82","","31","","9","","9.7","","100.31","","","","-11","","Snow"
"2012-01-05 08:00","2012","01","05","08:00"," ","-6.1","","-9.1","","79","","29","","11","","9.7","","100.39","","","","-11","","Snow"
"2012-01-05 09:00","2012","01","05","09:00"," ","-6.6","","-10.1","","76","","27","","9","","24.1","","100.42","","","","-11","","Mainly Clear"
"2012-01-05 10:00","2012","01","05","10:00"," ","-6.0","","-10.0","","73","","27","","17","","48.3","","100.45","","","","-12","","Mainly Clear"
"2012-01-05 11:00","2012","01","05","11:00"," ","-5.6","","-10.2","","70","","26","","22","","48.3","","100.41","","","","-13","","Mainly Clear"
"2012-01-05 12:00","2012","01","05","12:00"," ","-4.7","","-9.6","","69","","27","","20","","48.3","","100.38","","","","-11","","Mainly Clear"
"2012-01-05 13:00","2012","01","05","13:00"," ","-4.4","","-9.7","","66","","27","","26","","48.3","","100.40","","","","-12","","Mainly Clear"
"2012-01-05 14:00","2012","01","05","14:00"," ","-5.1","","-10.7","","65","","29","","22","","48.3","","100.46","","","","-12","","Mainly Clear"
"2012-01-05 15:00","2012","01","05","15:00"," ","-4.3","","-12.0","","55","","30","","26","","48.3","","100.52","","","","-12","","Mainly Clear"
"2012-01-05 16:00","2012","01","05","16:00"," ","-5.0","","-12.7","","55","","29","","19","","24.1","","100.60","","","","-11","","Mainly Clear"
"2012-01-05 17:00","2012","01","05","17:00"," ","-6.7","","-14.1","","56","","28","","11","","25.0","","100.65","","","","-12","","Mainly Clear"
"2012-01-05 18:00","2012","01","05","18:00"," ","-7.1","","-14.4","","56","","27","","11","","25.0","","100.71","","","","-12","","Clear"
"2012-01-05 19:00","2012","01","05","19:00"," ","-9.2","","-15.4","","61","","31","","7","","25.0","","100.80","","","","-13","","Clear"
"2012-01-05 20:00","2012","01","05","20:00"," ","-9.8","","-15.7","","62","","32","","9","","25.0","","100.83","","","","-15","","Clear"
"2012-01-05 21:00","2012","01","05","21:00"," ","-9.0","","-14.8","","63","","4","","13","","25.0","","100.83","","","","-15","","Clear"
"2012-01-05 22:00","2012","01","05","22:00"," ","-9.9","","-15.7","","63","","5","","7","","25.0","","100.85","","","","-14","","Cloudy"
"2012-01-05 23:00","2012","01","05","23:00"," ","-9.4","","-15.5","","61","","4","","9","","25.0","","100.83","","","","-14","","Cloudy"
"2012-01-06 00:00","2012","01","06","00:00"," ","-9.6","","-16.8","","56","","7","","13","","25.0","","100.81","","","","-16","","Cloudy"
"2012-01-06 01:00","2012","01","06","01:00"," ","-10.0","","-17.3","","55","","6","","17","","25.0","","100.81","","","","-17","","Cloudy"
"2012-01-06 02:00","2012","01","06","02:00"," ","-10.5","","-16.5","","61","","9","","9","","25.0","","100.84","","","","-15","","Cloudy"
"2012-01-06 03:00","2012","01","06","03:00"," ","-10.6","","-16.0","","64","","","","0","","9.7","","100.76","","","","","","Snow"
"2012-01-06 04:00","2012","01","06","04:00"," ","-11.3","","-16.1","","68","","5","","15","","3.2","","100.70","","","","-18","","Snow"
"2012-01-06 05:00","2012","01","06","05:00"," ","-11.8","","-16.0","","71","","6","","19","","2.8","","100.61","","","","-20","","Snow"
"2012-01-06 06:00","2012","01","06","06:00"," ","-12.0","","-16.2","","71","","5","","22","","4.8","","100.58","","","","-21","","Snow"
"2012-01-06 07:00","2012","01","06","07:00"," ","-14.4","","-16.3","","85","","5","","22","","2.4","","100.52","","","","-24","","Snow"
"2012-01-06 08:00","2012","01","06","08:00"," ","-12.3","","-16.2","","73","","4","","24","","11.3","","100.51","","","","-22","","Snow"
"2012-01-06 09:00","2012","01","06","09:00"," ","-12.5","","-16.7","","71","","4","","26","","19.3","","100.53","","","","-22","","Snow"
"2012-01-06 10:00","2012","01","06","10:00"," ","-12.3","","-16.3","","72","","4","","28","","16.1","","100.47","","","","-22","","Snow"
"2012-01-06 11:00","2012","01","06","11:00"," ","-12.0","","-16.0","","72","","5","","17","","24.1","","100.36","","","","-20","","Snow"
"2012-01-06 12:00","2012","01","06","12:00"," ","-11.7","","-15.4","","74","","4","","28","","19.3","","100.23","","","","-21","","Snow"
"2012-01-06 13:00","2012","01","06","13:00"," ","-11.9","","-15.6","","74","","4","","20","","24.1","","100.13","","","","-20","","Snow"
"2012-01-06 14:00","2012","01","06","14:00"," ","-11.2","","-14.8","","75","","4","","19","","19.3","","100.07","","","","-19","","Snow"
"2012-01-06 15:00","2012","01","06","15:00"," ","-11.5","","-14.4","","79","","2","","19","","12.9","","100.06","","","","-20","","Snow"
"2012-01-06 16:00","2012","01","06","16:00"," ","-11.6","","-14.7","","78","","2","","19","","19.3","","100.10","","","","-20","","Snow"
"2012-01-06 17:00","2012","01","06","17:00"," ","-11.2","","-14.3","","78","","2","","17","","25.0","","100.15","","","","-19","","Snow"
"2012-01-06 18:00","2012","01","06","18:00"," ","-10.5","","-13.6","","78","","2","","17","","19.3","","100.12","","","","-18","","Cloudy"
"2012-01-06 19:00","2012","01","06","19:00"," ","-10.5","","-13.4","","79","","1","","15","","25.0","","100.13","","","","-17","","Cloudy"
"2012-01-06 20:00","2012","01","06","20:00"," ","-10.2","","-13.0","","80","","4","","11","","25.0","","100.15","","","","-16","","Cloudy"
"2012-01-06 21:00","2012","01","06","21:00"," ","-9.5","","-12.5","","79","","3","","9","","25.0","","100.13","","","","-14","","Cloudy"
"2012-01-06 22:00","2012","01","06","22:00"," ","-9.3","","-12.2","","79","","2","","11","","19.3","","100.16","","","","-15","","Cloudy"
"2012-01-06 23:00","2012","01","06","23:00"," ","-9.0","","-12.0","","79","","4","","7","","16.1","","100.15","","","","-13","","Cloudy"
"2012-01-07 00:00","2012","01","07","00:00"," ","-8.7","","-11.7","","79","","35","","6","","16.1","","100.13","","","","-12","","Cloudy"
"2012-01-07 01:00","2012","01","07","01:00"," ","-8.5","","-11.4","","80","","","","0","","19.3","","100.11","","","","","","Cloudy"
"2012-01-07 02:00","2012","01","07","02:00"," ","-8.1","","-11.1","","79","","34","","4","","19.3","","100.15","","","","-10","","Cloudy"
"2012-01-07 03:00","2012","01","07","03:00"," ","-7.8","","-10.8","","79","","4","","4","","19.3","","100.12","","","","-10","","Cloudy"
"2012-01-07 04:00","2012","01","07","04:00"," ","-7.5","","-10.5","","79","","2","","6","","19.3","","100.10","","","","-11","","Cloudy"
"2012-01-07 05:00","2012","01","07","05:00"," ","-6.9","","-9.7","","80","","36","","4","","19.3","","100.12","","","","-9","","Cloudy"
"2012-01-07 06:00","2012","01","07","06:00"," ","-6.7","","-9.5","","80","","2","","7","","16.1","","100.12","","","","-10","","Cloudy"
"2012-01-07 07:00","2012","01","07","07:00"," ","-7.0","","-9.7","","81","","36","","7","","16.1","","100.16","","","","-11","","Cloudy"
"2012-01-07 08:00","2012","01","07","08:00"," ","-6.4","","-9.0","","82","","2","","9","","8.0","","100.10","","","","-11","","Freezing Drizzle,Fog"
"2012-01-07 09:00","2012","01","07","09:00"," ","-6.1","","-8.7","","82","","3","","7","","9.7","","100.15","","","","-9","","Freezing Rain,Fog"
"2012-01-07 10:00","2012","01","07","10:00"," ","-5.7","","-8.0","","84","","3","","7","","8.0","","100.13","","","","-9","","Freezing Rain"
"2012-01-07 11:00","2012","01","07","11:00"," ","-5.4","","-7.7","","84","","4","","9","","9.7","","100.08","","","","-9","","Freezing Drizzle"
"2012-01-07 12:00","2012","01","07","12:00"," ","-5.5","","-7.8","","84","","2","","13","","9.7","","100.05","","","","-11","","Freezing Drizzle"
"2012-01-07 13:00","2012","01","07","13:00"," ","-4.8","","-7.2","","83","","35","","15","","9.7","","100.07","","","","-10","","Freezing Rain"
"2012-01-07 14:00","2012","01","07","14:00"," ","-4.4","","-6.9","","83","","1","","6","","8.0","","100.09","","","","-7","","Snow"
"2012-01-07 15:00","2012","01","07","15:00"," ","-3.7","","-6.1","","83","","17","","11","","8.0","","100.09","","","","-8","","Snow"
"2012-01-07 16:00","2012","01","07","16:00"," ","-3.6","","-5.9","","84","","","","0","","8.0","","100.15","","","","","","Snow"
"2012-01-07 17:00","2012","01","07","17:00"," ","-3.1","","-5.4","","84","","22","","13","","8.0","","100.27","","","","-8","","Snow"
"2012-01-07 18:00","2012","01","07","18:00"," ","-3.2","","-5.3","","85","","32","","6","","9.7","","100.33","","","","-6","","Snow"
"2012-01-07 19:00","2012","01","07","19:00"," ","-3.0","","-5.0","","86","","27","","6","","8.0","","100.41","","","","-5","","Snow"
"2012-01-07 20:00","2012","01","07","20:00"," ","-1.8","","-3.7","","87","","24","","4","","9.7","","100.48","","","","-3","","Snow"
"2012-01-07 21:00","2012","01","07","21:00"," ","-1.3","","-3.1","","88","","","","0","","6.4","","100.50","","","","","","Snow"
"2012-01-07 22:00","2012","01","07","22:00"," ","-1.5","","-3.0","","89","","26","","4","","4.0","","100.54","","","","-3","","Fog"
"2012-01-07 23:00","2012","01","07","23:00"," ","0.4","","-1.5","","87","","27","","22","","9.7","","100.62","","","","","","Snow"
"2012-01-08 00:00","2012","01","08","00:00"," ","0.6","","-3.2","","76","","26","","32","","25.0","","100.72","","","","","","Cloudy"
"2012-01-08 01:00","2012","01","08","01:00"," ","-0.6","","-4.6","","74","","27","","32","","25.0","","100.80","","","","-7","","Mostly Cloudy"
"2012-01-08 02:00","2012","01","08","02:00"," ","-1.7","","-6.2","","71","","27","","30","","25.0","","100.98","","","","-9","","Mostly Cloudy"
"2012-01-08 03:00","2012","01","08","03:00"," ","-3.5","","-8.3","","69","","27","","32","","25.0","","101.13","","","","-11","","Mainly Clear"
"2012-01-08 04:00","2012","01","08","04:00"," ","-4.4","","-9.2","","69","","31","","22","","25.0","","101.21","","","","-11","","Mainly Clear"
"2012-01-08 05:00","2012","01","08","05:00"," ","-5.9","","-10.5","","70","","29","","13","","25.0","","101.33","","","","-11","","Mainly Clear"
"2012-01-08 06:00","2012","01","08","06:00"," ","-5.8","","-10.8","","68","","28","","13","","25.0","","101.47","","","","-11","","Cloudy"
"2012-01-08 07:00","2012","01","08","07:00"," ","-5.6","","-10.3","","69","","28","","11","","25.0","","101.59","","","","-10","","Cloudy"
"2012-01-08 08:00","2012","01","08","08:00"," ","-5.9","","-10.7","","69","","28","","11","","24.1","","101.70","","","","-11","","Snow"
"2012-01-08 09:00","2012","01","08","09:00"," ","-6.4","","-11.9","","65","","30","","17","","24.1","","101.81","","","","-13","","Snow"
"2012-01-08 10:00","2012","01","08","10:00"," ","-6.5","","-11.6","","67","","29","","17","","9.7","","101.89","","","","-13","","Snow"
"2012-01-08 11:00","2012","01","08","11:00"," ","-7.1","","-12.6","","65","","30","","22","","24.1","","101.92","","","","-15","","Snow"
"2012-01-08 12:00","2012","01","08","12:00"," ","-6.7","","-11.9","","66","","31","","15","","24.1","","101.90","","","","-13","","Snow"
"2012-01-08 13:00","2012","01","08","13:00"," ","-6.5","","-12.4","","63","","30","","15","","24.1","","101.94","","","","-12","","Cloudy"
"2012-01-08 14:00","2012","01","08","14:00"," ","-6.5","","-12.0","","65","","26","","19","","24.1","","101.97","","","","-13","","Mostly Cloudy"
"2012-01-08 15:00","2012","01","08","15:00"," ","-6.6","","-12.9","","61","","26","","20","","48.3","","102.04","","","","-14","","Mostly Cloudy"
"2012-01-08 16:00","2012","01","08","16:00"," ","-6.6","","-13.3","","59","","26","","20","","24.1","","102.09","","","","-14","","Mostly Cloudy"
"2012-01-08 17:00","2012","01","08","17:00"," ","-7.2","","-13.8","","59","","25","","17","","25.0","","102.17","","","","-14","","Mainly Clear"
"2012-01-08 18:00","2012","01","08","18:00"," ","-8.1","","-14.1","","62","","26","","17","","25.0","","102.23","","","","-15","","Mainly Clear"
"2012-01-08 19:00","2012","01","08","19:00"," ","-8.0","","-13.9","","62","","24","","15","","25.0","","102.26","","","","-14","","Mostly Cloudy"
"2012-01-08 20:00","2012","01","08","20:00"," ","-8.3","","-13.7","","65","","26","","15","","25.0","","102.28","","","","-15","","Mostly Cloudy"
"2012-01-08 21:00","2012","01","08","21:00"," ","-8.3","","-13.9","","64","","25","","11","","25.0","","102.26","","","","-14","","Mostly Cloudy"
"2012-01-08 22:00","2012","01","08","22:00"," ","-8.7","","-14.0","","65","","24","","7","","25.0","","102.22","","","","-13","","Mostly Cloudy"
"2012-01-08 23:00","2012","01","08","23:00"," ","-9.0","","-13.9","","68","","26","","7","","25.0","","102.22","","","","-13","","Mostly Cloudy"
"2012-01-09 00:00","2012","01","09","00:00"," ","-9.2","","-14.3","","66","","26","","6","","25.0","","102.17","","","","-13","","Mostly Cloudy"
"2012-01-09 01:00","2012","01","09","01:00"," ","-9.8","","-14.5","","68","","","","0","","25.0","","102.13","","","","","","Mostly Cloudy"
"2012-01-09 02:00","2012","01","09","02:00"," ","-9.0","","-14.1","","66","","23","","4","","25.0","","102.15","","","","-11","","Mostly Cloudy"
"2012-01-09 03:00","2012","01","09","03:00"," ","-8.8","","-13.2","","70","","","","0","","25.0","","102.11","","","","","","Cloudy"
